iter	RMSE
782	44.01638207
783	44.00766095
784	44.00118067
785	43.99000501
786	43.98147034
787	43.97797228
788	43.96733836
789	43.9591844
790	43.95116705
791	43.94394173
792	43.93548409
793	43.92580876
794	43.9225842
795	43.91380145
796	43.90878502
797	43.90684495
798	43.901903
799	43.89716331
800	43.89468802
801	43.88833552
802	43.88088006
803	43.8763118
804	43.86724765
805	43.8594011
806	43.85674528
807	43.84834158
808	43.83852547
809	43.83236794
810	43.82683435
811	43.82262367
812	43.81571273
813	43.80704096
814	43.80230332
815	43.79525519
816	43.79098449
817	43.78772382
818	43.77432433
819	43.76915631
820	43.76461491
821	43.75845777
822	43.752457
823	43.74985019
824	43.74174512
825	43.73652699
826	43.72832845
827	43.72026722
828	43.71460989
829	43.71121083
830	43.708904
831	43.69548188
832	43.68747479
833	43.67975499
834	43.67230408
835	43.66776497
836	43.66164514
837	43.65224131
838	43.64854998
839	43.64416293
840	43.63382172
841	43.62644491
842	43.62076923
843	43.61541601
844	43.60385687
845	43.59844897
846	43.59233334
847	43.58829498
848	43.58305538
849	43.57538982
850	43.57148301
851	43.56284932
852	43.55306643
853	43.54962688
854	43.54557062
855	43.53944446
856	43.53408279
857	43.52812236
858	43.5240052
859	43.51652453
860	43.51465687
861	43.51124064
862	43.49972048
863	43.49558979
864	43.49158276
865	43.48463162
866	43.47813233
867	43.46949251
868	43.46496791
869	43.45204941
870	43.44267628
871	43.43299366
872	43.42561379
873	43.41906218
874	43.40947217
875	43.40587984
876	43.39701583
877	43.388806
878	43.38459945
879	43.37667958
880	43.37271755
881	43.36641145
882	43.36002199
883	43.35759226
884	43.34945897
885	43.34576675
886	43.34032665
887	43.33757833
888	43.32946308
889	43.32144595
890	43.31416697
891	43.30842078
892	43.3009309
893	43.29657873
894	43.28986425
895	43.28148293
896	43.27638074
897	43.2697847
898	43.26513945
899	43.26184694
900	43.25643058
901	43.25123967
902	43.24675461
903	43.23929304
904	43.23153845
905	43.224171
906	43.22200359
907	43.2149529
908	43.20744057
909	43.20349268
910	43.19819079
911	43.19462305
912	43.18721807
913	43.18109418
914	43.17305418
915	43.17038739
916	43.1624204
917	43.15482391
918	43.15035072
919	43.14467025
920	43.14097613
921	43.13420303
922	43.12497352
923	43.11528995
924	43.11297939
925	43.11003041
926	43.1066306
927	43.09337774
928	43.09027558
929	43.08459972
930	43.08207148
931	43.07750462
932	43.06693338
933	43.06121998
934	43.05148603
935	43.044597
936	43.03854371
937	43.03135795
938	43.02687035
939	43.01957759
940	43.01131767
941	43.00671663
942	43.00084779
943	42.99824404
944	42.9870524
945	42.97756217
946	42.97082766
947	42.96371534
948	42.95431573
949	42.95077955
950	42.94618616
951	42.94072214
952	42.93196946
953	42.92780142
954	42.92109525
955	42.91914982
956	42.91400769
957	42.9034449
958	42.89651952
959	42.89108376
960	42.88336057
961	42.87895501
962	42.87323071
963	42.86841819
964	42.85653797
965	42.85371613
966	42.84773504
967	42.84019925
968	42.83326522
969	42.82229663
970	42.81213342
971	42.80463076
972	42.80249725
973	42.79478014
974	42.78912655
975	42.7834864
976	42.774413
977	42.76394506
978	42.760972
979	42.75487224
980	42.75036508
981	42.74396559
982	42.73907224
983	42.73016776
984	42.72053047
985	42.71141369
986	42.70519315
987	42.69770012
988	42.69457238
989	42.68724339
990	42.67520842
991	42.66947102
992	42.66472246
993	42.66041606
994	42.65176715
995	42.64499543
996	42.63758199
997	42.62899016
998	42.62856139
999	42.62355826
1000	42.61765881
1001	42.6092814
1002	42.60195199
1003	42.59630289
1004	42.59080982
1005	42.58620136
1006	42.58041237
1007	42.57772272
1008	42.57086317
1009	42.56630167
1010	42.56153685
1011	42.55374433
1012	42.54896067
1013	42.54304137
1014	42.54027166
1015	42.53539769
1016	42.52924655
1017	42.5208993
1018	42.51514583
1019	42.51183966
1020	42.50668634
1021	42.49749988
1022	42.49460499
1023	42.4933035
1024	42.488894
1025	42.48395856
1026	42.48249005
1027	42.47547539
1028	42.46934892
1029	42.46694287
1030	42.46195406
1031	42.45259269
1032	42.44033385
1033	42.43334719
1034	42.42885675
1035	42.42238968
1036	42.41537303
1037	42.40790355
1038	42.4049771
1039	42.40098153
1040	42.39337747
1041	42.38725822
1042	42.38204519
1043	42.38013391
1044	42.37552005
1045	42.36768854
1046	42.36265461
1047	42.35510099
1048	42.35239702
1049	42.34503589
1050	42.34372343
1051	42.33958668
1052	42.33211498
1053	42.32842803
1054	42.32235358
1055	42.31846178
1056	42.3158782
1057	42.30784595
1058	42.30455068
1059	42.30315565
1060	42.30036546
1061	42.29662631
1062	42.2909141
1063	42.28702419
1064	42.27995317
1065	42.27686631
1066	42.271161
1067	42.26739214
1068	42.26032422
1069	42.25671879
1070	42.2520276
1071	42.24715709
1072	42.23910379
1073	42.237606
1074	42.23444418
1075	42.23037339
1076	42.2258981
1077	42.2215661
1078	42.21698923
1079	42.21138608
1080	42.21124228
1081	42.20732106
1082	42.19782808
1083	42.18916107
1084	42.18513228
1085	42.18284273
1086	42.17908676
1087	42.17549838
1088	42.16847903
1089	42.16613579
1090	42.15938206
1091	42.15081276
1092	42.14532723
1093	42.14391253
1094	42.13991622
1095	42.13450931
1096	42.12864064
1097	42.12467491
1098	42.1217544
1099	42.11705939
1100	42.11178889
1101	42.10758931
1102	42.10061792
1103	42.09420136
1104	42.08190062
1105	42.07444408
1106	42.07040269
1107	42.06518567
1108	42.06496921
1109	42.05659878
1110	42.05469676
1111	42.04879128
1112	42.04375125
1113	42.0383801
1114	42.03535894
1115	42.03226855
1116	42.02741751
1117	42.0203975
1118	42.0145145
1119	42.00811048
1120	42.00200897
1121	41.9990141
1122	41.9955115
1123	41.99093569
1124	41.98627585
1125	41.9826999
1126	41.97773066
1127	41.97334091
1128	41.96972208
1129	41.96342534
1130	41.95806802
1131	41.9530396
1132	41.95159108
1133	41.94757644
1134	41.93905232
1135	41.93206738
1136	41.9277935
1137	41.92188141
1138	41.91760167
1139	41.91451386
1140	41.90973931
1141	41.90505273
1142	41.89560074
1143	41.88992884
1144	41.88360722
1145	41.88079712
1146	41.87695609
1147	41.8741842
1148	41.87256544
1149	41.86573857
1150	41.8608505
1151	41.85838209
1152	41.85292269
1153	41.84939821
1154	41.84599108
1155	41.84058488
1156	41.83068137
1157	41.82451689
1158	41.81612574
1159	41.81093667
1160	41.80556627
1161	41.79979825
1162	41.79793134
1163	41.79394391
1164	41.78438607
1165	41.77686673
1166	41.77263187
1167	41.76707891
1168	41.76030424
1169	41.75483688
1170	41.7507064
1171	41.7473106
1172	41.74572408
1173	41.74038568
1174	41.73425635
1175	41.73285034
1176	41.72810834
1177	41.72587615
1178	41.7229649
1179	41.71770928
1180	41.71488154
1181	41.70971546
1182	41.70453094
1183	41.70106831
1184	41.69846589
1185	41.69322821
1186	41.69000407
1187	41.68437701
1188	41.68223632
1189	41.67859869
1190	41.67111529
1191	41.66921672
1192	41.6669231
1193	41.6641162
1194	41.66042355
1195	41.65578503
1196	41.65471639
1197	41.64486585
1198	41.63918086
1199	41.63851189
1200	41.63356312
1201	41.63181026
1202	41.62510269
1203	41.62366221
1204	41.61714294
1205	41.6116438
1206	41.61000185
1207	41.6055344
1208	41.60201489
1209	41.59837835
1210	41.59514686
1211	41.5891437
1212	41.58506164
1213	41.58232058
1214	41.57720777
1215	41.5729331
1216	41.56641886
1217	41.56119051
1218	41.55469552
1219	41.54948355
1220	41.5460778
1221	41.53830911
1222	41.5339054
1223	41.53069813
1224	41.52618317
1225	41.52157675
1226	41.51978017
1227	41.51875028
1228	41.51691946
1229	41.51384085
1230	41.5095824
1231	41.50493839
1232	41.50211241
1233	41.50034424
1234	41.49349514
1235	41.48734396
1236	41.48648234
1237	41.4819398
1238	41.47995289
1239	41.47620808
1240	41.47591537
1241	41.471466
1242	41.46638833
1243	41.46177527
1244	41.45718447
1245	41.45124594
1246	41.44633177
1247	41.44038029
1248	41.43934353
1249	41.4336222
1250	41.43109089
1251	41.42608153
1252	41.42136791
1253	41.41807864
1254	41.41247652
1255	41.40814412
1256	41.40238915
1257	41.39891591
1258	41.39270505
1259	41.39024131
1260	41.38498418
1261	41.38217934
1262	41.3791885
1263	41.36760775
1264	41.36203792
1265	41.35678046
1266	41.35401775
1267	41.34956668
1268	41.34386718
1269	41.34071368
1270	41.3347421
1271	41.32934409
1272	41.32610626
1273	41.32285184
1274	41.32061571
1275	41.31916951
1276	41.31736413
1277	41.31105938
1278	41.30553582
1279	41.30166904
1280	41.29685303
1281	41.29348035
1282	41.29149417
1283	41.28817005
1284	41.28470844
1285	41.28000809
1286	41.27671573
1287	41.2731976
1288	41.26970204
1289	41.26565703
1290	41.26357144
1291	41.25895859
1292	41.25277898
1293	41.2459133
1294	41.24255117
1295	41.23723432
1296	41.23503607
1297	41.23127719
1298	41.22685541
1299	41.22625827
1300	41.22622719
1301	41.2242705
1302	41.22213701
1303	41.21950271
1304	41.21793351
1305	41.21642479
1306	41.21431708
1307	41.20905878
1308	41.20626652
1309	41.20268835
1310	41.20060776
1311	41.19805886
1312	41.1943621
1313	41.18643209
1314	41.18057899
1315	41.17299361
1316	41.16802821
1317	41.16530361
1318	41.16115822
1319	41.15801039
1320	41.1509945
1321	41.14920305
1322	41.14591825
1323	41.14116434
1324	41.13723621
1325	41.13282563
1326	41.13115474
1327	41.12441799
1328	41.12218583
1329	41.11412872
1330	41.11241277
1331	41.10714963
1332	41.10443085
1333	41.10126063
1334	41.09507372
1335	41.09302379
1336	41.08964915
1337	41.08586547
1338	41.07998655
1339	41.07698848
1340	41.07362238
1341	41.06641634
1342	41.06387224
1343	41.06081222
1344	41.05821357
1345	41.05518106
1346	41.05476214
1347	41.05370744
1348	41.04735726
1349	41.04683475
1350	41.04159279
1351	41.03684815
1352	41.02862304
1353	41.026338
1354	41.02313543
1355	41.01802363
1356	41.01602576
1357	41.01049699
1358	41.0048326
1359	41.0025561
1360	40.99799943
1361	40.9915057
1362	40.98924162
1363	40.98920378
1364	40.98672072
1365	40.98642452
1366	40.98534007
1367	40.98375697
1368	40.97979729
1369	40.97597385
1370	40.97347352
1371	40.9700594
1372	40.963418
1373	40.96302778
1374	40.95641818
1375	40.95393972
1376	40.95260244
1377	40.95066726
1378	40.9466072
1379	40.9444197
1380	40.94263404
1381	40.94161104
1382	40.93607387
1383	40.93056726
1384	40.92720064
1385	40.92195655
1386	40.91647441
1387	40.91371988
1388	40.91269945
1389	40.91029252
1390	40.90855813
1391	40.90443783
1392	40.90032866
1393	40.89763571
1394	40.89708489
1395	40.89145592
1396	40.88926383
1397	40.88367998
1398	40.88047448
1399	40.8790886
1400	40.87716644
1401	40.87489108
1402	40.86975909
1403	40.86942408
1404	40.86282905
1405	40.8608434
1406	40.85917789
1407	40.85633695
1408	40.85225431
1409	40.8459818
1410	40.84271225
1411	40.84112527
1412	40.83290698
1413	40.82740793
1414	40.82355534
1415	40.81989571
1416	40.81533517
1417	40.81010479
1418	40.80701583
1419	40.80175793
1420	40.79591081
1421	40.78968089
1422	40.78500948
1423	40.7847267
1424	40.77953044
1425	40.7777144
1426	40.77433847
1427	40.76831205
1428	40.76578079
1429	40.76508756
1430	40.76172052
1431	40.76096434
1432	40.75665205
1433	40.75504351
1434	40.752998
1435	40.74635101
1436	40.74232522
1437	40.74031715
1438	40.73910033
1439	40.73333363
1440	40.72874518
1441	40.7238846
1442	40.71922552
1443	40.71626714
1444	40.71341624
1445	40.71068441
1446	40.7053246
1447	40.70391785
1448	40.7022774
1449	40.69901453
1450	40.69531718
1451	40.69425482
1452	40.69193442
1453	40.68627044
1454	40.68479506
1455	40.67938375
1456	40.67306136
1457	40.67270484
1458	40.66644112
1459	40.66313889
1460	40.65505052
1461	40.64764583
1462	40.64491124
1463	40.63848889
1464	40.63353121
1465	40.62945274
1466	40.62622718
1467	40.62265271
1468	40.61999615
1469	40.61790896
1470	40.61296869
1471	40.61265149
1472	40.60962557
1473	40.60508294
1474	40.60131557
1475	40.59950153
1476	40.59885032
1477	40.59375985
1478	40.58871528
1479	40.5852555
1480	40.58379971
1481	40.57972954
1482	40.57808739
1483	40.57266352
1484	40.57003028
1485	40.56665369
1486	40.56144446
1487	40.55713091
1488	40.55224976
1489	40.54760589
1490	40.54304133
1491	40.53747801
1492	40.53085891
1493	40.53006848
1494	40.52552026
1495	40.52316024
1496	40.52288562
1497	40.52129276
1498	40.51900741
1499	40.51711311
1500	40.5133592
1501	40.51139139
1502	40.50901723
1503	40.50748543
1504	40.50522261
1505	40.49892133
1506	40.49412477
1507	40.49171961
1508	40.48625918
1509	40.48070138
1510	40.47627925
1511	40.47220826
1512	40.46881018
1513	40.46266158
1514	40.45657373
1515	40.45407298
1516	40.45367952
1517	40.44835402
1518	40.44630133
1519	40.44182707
1520	40.43928205
1521	40.43415815
1522	40.43018301
1523	40.42480937
1524	40.41990891
1525	40.41735416
1526	40.41149981
1527	40.40312236
1528	40.40166835
1529	40.39925936
1530	40.39406861
1531	40.39296827
1532	40.38909094
1533	40.38516648
1534	40.38357321
1535	40.38249262
1536	40.38119321
1537	40.38006077
1538	40.37583643
1539	40.37216962
1540	40.37096009
1541	40.36705726
1542	40.36297024
1543	40.3617972
1544	40.35528634
1545	40.3523531
1546	40.34537598
1547	40.34183848
1548	40.33532607
1549	40.33355358
1550	40.32783926
1551	40.32719704
1552	40.32641265
1553	40.32269284
1554	40.31848423
1555	40.31589964
1556	40.3118844
1557	40.30517805
1558	40.29962875
1559	40.29572236
1560	40.29170343
1561	40.28838053
1562	40.2866361
1563	40.28341157
1564	40.28213742
1565	40.27768511
1566	40.27401607
1567	40.26934681
1568	40.26457316
1569	40.26124802
1570	40.26056453
1571	40.25890936
1572	40.2571134
1573	40.25175016
1574	40.24737158
1575	40.24544607
1576	40.24185453
1577	40.23725697
1578	40.23219284
1579	40.2289455
1580	40.22354665
1581	40.22121754
1582	40.21896041
1583	40.21861998
1584	40.21626376
1585	40.21449273
1586	40.20892923
1587	40.20829685
1588	40.20454766
1589	40.20147592
1590	40.19715059
1591	40.19467565
1592	40.19225258
1593	40.1915461
1594	40.1879917
1595	40.18363303
1596	40.18173971
1597	40.17989497
1598	40.17779164
1599	40.17580739
1600	40.17221131
1601	40.1671373
1602	40.1649359
1603	40.16365631
1604	40.16036144
1605	40.15575791
1606	40.15431678
1607	40.15169978
1608	40.1481889
1609	40.14336387
1610	40.14305809
1611	40.14181645
1612	40.13921039
1613	40.13344488
1614	40.13299281
1615	40.12920297
1616	40.12585148
1617	40.11985038
1618	40.11791706
1619	40.11623415
1620	40.11495133
1621	40.11321954
1622	40.10800354
1623	40.10567277
1624	40.10212086
1625	40.10112687
1626	40.09899922
1627	40.09806571
1628	40.09776967
1629	40.09687818
1630	40.08993399
1631	40.0863504
1632	40.0832208
1633	40.08150447
1634	40.07956257
1635	40.07855456
1636	40.07283922
1637	40.07152472
1638	40.06918509
1639	40.06331354
1640	40.05999021
1641	40.05986562
1642	40.05969895
1643	40.05694106
1644	40.05107445
1645	40.04685751
1646	40.04467308
1647	40.04337449
1648	40.03942288
1649	40.03735259
1650	40.03503287
1651	40.0308075
1652	40.02508029
1653	40.02080331
1654	40.01901183
1655	40.01365376
1656	40.00989139
1657	40.00771337
1658	40.00428764
1659	39.9978636
1660	39.99004545
1661	39.9879102
1662	39.98617797
1663	39.98163029
1664	39.97732335
1665	39.97413629
1666	39.9716391
